,CELL_ID,CELL_TYPE,CELL_CLASS
201,202,Tumor 1,Tumor
437,438,Tumor 3,Tumor
431,432,Tumor 3,Tumor
407,408,Tumor 1,Tumor
414,415,Tumor 3,Tumor
410,411,Tumor 6 / DC,Tumor
368,369,Tumor 1,Tumor
401,402,Tumor 6 / DC,Tumor
367,368,Tumor 1,Tumor
357,358,Tumor 6 / DC,Tumor
503,504,Tumor 1,Tumor
473,474,Tumor 7,Tumor
444,445,Tumor 7,Tumor
419,420,Tumor 1,Tumor
427,428,Tumor 1,Tumor
408,409,Tumor 3,Tumor
388,389,Tumor 6 / DC,Tumor
434,435,Tumor 1,Tumor
438,439,Tumor 2 (Ki67 Proliferating),Tumor
461,462,Tumor 2 (Ki67 Proliferating),Tumor
483,484,Tumor 7,Tumor
484,485,Tumor 7,Tumor
442,443,Tumor 7,Tumor
466,467,Tumor 7,Tumor
531,532,Tumor 1,Tumor
575,576,Tumor 4,Tumor
562,563,Tumor 7,Tumor
956,957,Tumor 6 / DC,Tumor
844,845,Tumor 1,Tumor
883,884,Tumor 6 / DC,Tumor
1015,1016,Tumor 1,Tumor
1023,1024,Tumor 4,Tumor
998,999,Tumor 7,Tumor
818,819,Tumor 4,Tumor
915,916,Tumor 3,Tumor
967,968,Tumor 4,Tumor
937,938,Tumor 4,Tumor
893,894,Tumor 4,Tumor
651,652,Tumor 4,Tumor
895,896,Tumor 4,Tumor
888,889,Tumor 4,Tumor
881,882,Tumor 4,Tumor
607,608,Tumor 7,Tumor
592,593,Tumor 7,Tumor
601,602,Tumor 7,Tumor
875,876,Tumor 7,Tumor
980,981,Tumor 6 / DC,Tumor
1010,1011,Tumor 7,Tumor
1026,1027,Tumor 4,Tumor
944,945,Tumor 4,Tumor
996,997,Tumor 4,Tumor
999,1000,Tumor 7,Tumor
1011,1012,Tumor 4,Tumor
464,465,Tumor 7,Tumor
465,466,Tumor 7,Tumor
448,449,Tumor 7,Tumor
477,478,Tumor 7,Tumor
480,481,Tumor 7,Tumor
647,648,Tumor 4,Tumor
827,828,Tumor 4,Tumor
489,490,Tumor 6 / DC,Tumor
216,217,Tumor 4,Tumor
157,158,Tumor 7,Tumor
134,135,Tumor 7,Tumor
219,220,Tumor 7,Tumor
241,242,Tumor 6 / DC,Tumor
237,238,Tumor 7,Tumor
18,19,Tumor 4,Tumor
26,27,Tumor 4,Tumor
30,31,Tumor 4,Tumor
515,516,Tumor 1,Tumor
496,497,Tumor 7,Tumor
234,235,Tumor 7,Tumor
249,250,Tumor 7,Tumor
252,253,Tumor 7,Tumor
395,396,Tumor 2 (Ki67 Proliferating),Tumor
413,414,Tumor 3,Tumor
411,412,Tumor 2 (Ki67 Proliferating),Tumor
399,400,Tumor 7,Tumor
390,391,Tumor 1,Tumor
382,383,Tumor 2 (Ki67 Proliferating),Tumor
440,441,Tumor 3,Tumor
446,447,Tumor 7,Tumor
424,425,Tumor 2 (Ki67 Proliferating),Tumor
425,426,Tumor 3,Tumor
699,700,Tumor 7,Tumor
693,694,Tumor 6 / DC,Tumor
551,552,Tumor 7,Tumor
540,541,Tumor 7,Tumor
556,557,Tumor 7,Tumor
543,544,Tumor 7,Tumor
517,518,Tumor 7,Tumor
520,521,Tumor 7,Tumor
544,545,Tumor 7,Tumor
522,523,Tumor 7,Tumor
776,777,Tumor 2 (Ki67 Proliferating),Tumor
755,756,Tumor 4,Tumor
930,931,Tumor 1,Tumor
705,706,Tumor 7,Tumor
722,723,Tumor 7,Tumor
585,586,Tumor 7,Tumor
567,568,Tumor 7,Tumor
583,584,Tumor 2 (Ki67 Proliferating),Tumor
582,583,Tumor 7,Tumor
587,588,Tumor 7,Tumor
571,572,Tumor 1,Tumor
560,561,Tumor 7,Tumor
978,979,Tumor 7,Tumor
958,959,Tumor 7,Tumor
924,925,Tumor 7,Tumor
962,963,Tumor 4,Tumor
880,881,Tumor 3,Tumor
948,949,Tumor 6 / DC,Tumor
922,923,Tumor 4,Tumor
947,948,Tumor 6 / DC,Tumor
530,531,Tumor 1,Tumor
328,329,Tumor 4,Tumor
335,336,Tumor 4,Tumor
273,274,Tumor 4,Tumor
596,597,Tumor 6 / DC,Tumor
599,600,Tumor 4,Tumor
878,879,Tumor 4,Tumor
894,895,Tumor 4,Tumor
203,204,Tumor 7,Tumor
220,221,Tumor 7,Tumor
198,199,Tumor 6 / DC,Tumor
213,214,Tumor 4,Tumor
56,57,Tumor 4,Tumor
766,767,Tumor 2 (Ki67 Proliferating),Tumor
691,692,Tumor 4,Tumor
698,699,Tumor 1,Tumor
692,693,Tumor 1,Tumor
681,682,Tumor 1,Tumor
935,936,Tumor 4,Tumor
833,834,Tumor 1,Tumor
890,891,Tumor 7,Tumor
887,888,Tumor 1,Tumor
873,874,Tumor 6 / DC,Tumor
961,962,Tumor 6 / DC,Tumor
942,943,Tumor 6 / DC,Tumor
673,674,Tumor 4,Tumor
678,679,Tumor 4,Tumor
654,655,Tumor 4,Tumor
634,635,Tumor 1,Tumor
605,606,Tumor 7,Tumor
589,590,Tumor 7,Tumor
595,596,Tumor 7,Tumor
606,607,Tumor 7,Tumor
621,622,Tumor 7,Tumor
612,613,Tumor 7,Tumor
523,524,Tumor 1,Tumor
232,233,Tumor 7,Tumor
259,260,Tumor 3,Tumor
227,228,Tumor 7,Tumor
264,265,Tumor 7,Tumor
187,188,Tumor 7,Tumor
208,209,Tumor 7,Tumor
188,189,Tumor 1,Tumor
174,175,Tumor 3,Tumor
79,80,Tumor 4,Tumor
46,47,Tumor 4,Tumor
756,757,Tumor 7,Tumor
727,728,Tumor 7,Tumor
731,732,Tumor 1,Tumor
760,761,Tumor 1,Tumor
773,774,Tumor 7,Tumor
737,738,Tumor 7,Tumor
753,754,Tumor 7,Tumor
645,646,Tumor 1,Tumor
856,857,Tumor 6 / DC,Tumor
872,873,Tumor 1,Tumor
845,846,Tumor 6 / DC,Tumor
863,864,Tumor 7,Tumor
761,762,Tumor 3,Tumor
584,585,Tumor 4,Tumor
303,304,Tumor 7,Tumor
275,276,Tumor 7,Tumor
290,291,Tumor 7,Tumor
359,360,Tumor 3,Tumor
228,229,Tumor 7,Tumor
191,192,Tumor 7,Tumor
186,187,Tumor 7,Tumor
178,179,Tumor 7,Tumor
207,208,Tumor 7,Tumor
204,205,Tumor 7,Tumor
173,174,Tumor 7,Tumor
181,182,Tumor 7,Tumor
167,168,Tumor 7,Tumor
194,195,Tumor 2 (Ki67 Proliferating),Tumor
159,160,Tumor 7,Tumor
171,172,Tumor 7,Tumor
189,190,Tumor 7,Tumor
735,736,Tumor 6 / DC,Tumor
752,753,Tumor 7,Tumor
740,741,Tumor 7,Tumor
697,698,Tumor 3,Tumor
322,323,Tumor 6 / DC,Tumor
355,356,Tumor 7,Tumor
332,333,Tumor 7,Tumor
304,305,Tumor 7,Tumor
308,309,Tumor 1,Tumor
292,293,Tumor 6 / DC,Tumor
