,CELL_ID,CELL_TYPE,CELL_CLASS
25,26,Tumor 4,Tumor
1006,1007,Tumor 7,Tumor
1028,1029,Tumor 2 (Ki67 Proliferating),Tumor
923,924,Tumor 1,Tumor
1045,1046,Tumor 2 (Ki67 Proliferating),Tumor
849,850,Tumor 7,Tumor
877,878,Tumor 7,Tumor
823,824,Tumor 7,Tumor
822,823,Tumor 7,Tumor
850,851,Tumor 7,Tumor
840,841,Tumor 7,Tumor
906,907,Tumor 7,Tumor
907,908,Tumor 7,Tumor
882,883,Tumor 3,Tumor
990,991,Tumor 3,Tumor
573,574,Tumor 4,Tumor
747,748,Tumor 4,Tumor
727,728,Tumor 7,Tumor
724,725,Tumor 3,Tumor
753,754,Tumor 3,Tumor
864,865,Tumor 4,Tumor
835,836,Tumor 7,Tumor
434,435,Tumor 4,Tumor
353,354,Tumor 7,Tumor
347,348,Tumor 7,Tumor
292,293,Tumor 7,Tumor
892,893,Tumor 7,Tumor
910,911,Tumor 4,Tumor
938,939,Tumor 7,Tumor
915,916,Tumor 7,Tumor
812,813,Tumor 4,Tumor
723,724,Tumor 4,Tumor
780,781,Tumor 3,Tumor
738,739,Tumor 2 (Ki67 Proliferating),Tumor
769,770,Tumor 3,Tumor
739,740,Tumor 3,Tumor
758,759,Tumor 2 (Ki67 Proliferating),Tumor
736,737,Tumor 3,Tumor
720,721,Tumor 4,Tumor
820,821,Tumor 7,Tumor
851,852,Tumor 7,Tumor
927,928,Tumor 3,Tumor
932,933,Tumor 7,Tumor
872,873,Tumor 2 (Ki67 Proliferating),Tumor
884,885,Tumor 3,Tumor
860,861,Tumor 7,Tumor
890,891,Tumor 7,Tumor
865,866,Tumor 7,Tumor
912,913,Tumor 3,Tumor
99,100,Tumor 4,Tumor
97,98,Tumor 4,Tumor
146,147,Tumor 4,Tumor
143,144,Tumor 4,Tumor
268,269,Tumor 7,Tumor
214,215,Tumor 4,Tumor
627,628,Tumor 4,Tumor
569,570,Tumor 4,Tumor
460,461,Tumor 4,Tumor
444,445,Tumor 4,Tumor
482,483,Tumor 4,Tumor
522,523,Tumor 4,Tumor
152,153,Tumor 7,Tumor
166,167,Tumor 7,Tumor
58,59,Tumor 3,Tumor
208,209,Tumor 4,Tumor
159,160,Tumor 4,Tumor
157,158,Tumor 4,Tumor
169,170,Tumor 4,Tumor
34,35,Tumor 7,Tumor
24,25,Tumor 7,Tumor
135,136,Tumor 4,Tumor
85,86,Tumor 4,Tumor
74,75,Tumor 4,Tumor
930,931,Tumor 7,Tumor
948,949,Tumor 7,Tumor
986,987,Tumor 2 (Ki67 Proliferating),Tumor
983,984,Tumor 2 (Ki67 Proliferating),Tumor
967,968,Tumor 1,Tumor
946,947,Tumor 3,Tumor
937,938,Tumor 7,Tumor
951,952,Tumor 2 (Ki67 Proliferating),Tumor
870,871,Tumor 4,Tumor
696,697,Tumor 4,Tumor
869,870,Tumor 3,Tumor
862,863,Tumor 3,Tumor
866,867,Tumor 3,Tumor
881,882,Tumor 7,Tumor
887,888,Tumor 7,Tumor
857,858,Tumor 7,Tumor
880,881,Tumor 3,Tumor
1025,1026,Tumor 4,Tumor
949,950,Tumor 7,Tumor
1019,1020,Tumor 2 (Ki67 Proliferating),Tumor
1005,1006,Tumor 7,Tumor
965,966,Tumor 3,Tumor
947,948,Tumor 3,Tumor
914,915,Tumor 3,Tumor
950,951,Tumor 3,Tumor
883,884,Tumor 3,Tumor
920,921,Tumor 2 (Ki67 Proliferating),Tumor
898,899,Tumor 3,Tumor
905,906,Tumor 7,Tumor
919,920,Tumor 7,Tumor
939,940,Tumor 2 (Ki67 Proliferating),Tumor
672,673,Tumor 7,Tumor
667,668,Tumor 4,Tumor
549,550,Tumor 4,Tumor
557,558,Tumor 4,Tumor
548,549,Tumor 4,Tumor
509,510,Tumor 4,Tumor
830,831,Tumor 3,Tumor
818,819,Tumor 4,Tumor
819,820,Tumor 4,Tumor
839,840,Tumor 4,Tumor
673,674,Tumor 7,Tumor
705,706,Tumor 3,Tumor
675,676,Tumor 7,Tumor
697,698,Tumor 7,Tumor
699,700,Tumor 7,Tumor
689,690,Tumor 7,Tumor
712,713,Tumor 7,Tumor
716,717,Tumor 7,Tumor
728,729,Tumor 4,Tumor
704,705,Tumor 4,Tumor
690,691,Tumor 4,Tumor
794,795,Tumor 7,Tumor
827,828,Tumor 7,Tumor
800,801,Tumor 7,Tumor
395,396,Tumor 4,Tumor
373,374,Tumor 4,Tumor
389,390,Tumor 4,Tumor
605,606,Tumor 4,Tumor
311,312,Tumor 7,Tumor
287,288,Tumor 7,Tumor
326,327,Tumor 7,Tumor
319,320,Tumor 7,Tumor
308,309,Tumor 2 (Ki67 Proliferating),Tumor
778,779,Tumor 2 (Ki67 Proliferating),Tumor
790,791,Tumor 7,Tumor
789,790,Tumor 7,Tumor
781,782,Tumor 7,Tumor
766,767,Tumor 3,Tumor
476,477,Tumor 4,Tumor
455,456,Tumor 4,Tumor
620,621,Tumor 4,Tumor
733,734,Tumor 3,Tumor
681,682,Tumor 4,Tumor
829,830,Tumor 7,Tumor
854,855,Tumor 6 / DC,Tumor
838,839,Tumor 3,Tumor
807,808,Tumor 3,Tumor
813,814,Tumor 7,Tumor
894,895,Tumor 2 (Ki67 Proliferating),Tumor
876,877,Tumor 2 (Ki67 Proliferating),Tumor
759,760,Tumor 1,Tumor
792,793,Tumor 7,Tumor
776,777,Tumor 7,Tumor
786,787,Tumor 2 (Ki67 Proliferating),Tumor
744,745,Tumor 3,Tumor
755,756,Tumor 7,Tumor
51,52,Tumor 4,Tumor
2,3,Tumor 4,Tumor
104,105,Tumor 4,Tumor
27,28,Tumor 4,Tumor
102,103,Tumor 4,Tumor
7,8,Tumor 4,Tumor
307,308,Tumor 7,Tumor
298,299,Tumor 7,Tumor
267,268,Tumor 4,Tumor
677,678,Tumor 3,Tumor
674,675,Tumor 3,Tumor
670,671,Tumor 4,Tumor
642,643,Tumor 4,Tumor
579,580,Tumor 4,Tumor
520,521,Tumor 4,Tumor
533,534,Tumor 4,Tumor
106,107,Tumor 7,Tumor
134,135,Tumor 4,Tumor
88,89,Tumor 7,Tumor
67,68,Tumor 3,Tumor
82,83,Tumor 2 (Ki67 Proliferating),Tumor
94,95,Tumor 7,Tumor
69,70,Tumor 7,Tumor
8,9,Tumor 2 (Ki67 Proliferating),Tumor
29,30,Tumor 7,Tumor
48,49,Tumor 7,Tumor
61,62,Tumor 7,Tumor
64,65,Tumor 7,Tumor
71,72,Tumor 7,Tumor
47,48,Tumor 2 (Ki67 Proliferating),Tumor
42,43,Tumor 3,Tumor
60,61,Tumor 3,Tumor
78,79,Tumor 2 (Ki67 Proliferating),Tumor
1027,1028,Tumor 7,Tumor
1020,1021,Tumor 7,Tumor
1026,1027,Tumor 2 (Ki67 Proliferating),Tumor
1036,1037,Tumor 7,Tumor
958,959,Tumor 2 (Ki67 Proliferating),Tumor
974,975,Tumor 3,Tumor
1033,1034,Tumor 4,Tumor
1012,1013,Tumor 4,Tumor
969,970,Tumor 3,Tumor
1034,1035,Tumor 4,Tumor
1004,1005,Tumor 7,Tumor
1024,1025,Tumor 7,Tumor
1048,1049,Tumor 4,Tumor
1042,1043,Tumor 4,Tumor
1011,1012,Tumor 4,Tumor
1032,1033,Tumor 4,Tumor
953,954,Tumor 1,Tumor
941,942,Tumor 3,Tumor
966,967,Tumor 3,Tumor
918,919,Tumor 7,Tumor
913,914,Tumor 3,Tumor
897,898,Tumor 7,Tumor
942,943,Tumor 7,Tumor
935,936,Tumor 3,Tumor
896,897,Tumor 2 (Ki67 Proliferating),Tumor
893,894,Tumor 2 (Ki67 Proliferating),Tumor
767,768,Tumor 6 / DC,Tumor
528,529,Tumor 4,Tumor
535,536,Tumor 4,Tumor
473,474,Tumor 4,Tumor
462,463,Tumor 4,Tumor
486,487,Tumor 4,Tumor
737,738,Tumor 7,Tumor
707,708,Tumor 7,Tumor
730,731,Tumor 7,Tumor
703,704,Tumor 4,Tumor
740,741,Tumor 4,Tumor
757,758,Tumor 7,Tumor
512,513,Tumor 7,Tumor
602,603,Tumor 4,Tumor
323,324,Tumor 7,Tumor
312,313,Tumor 7,Tumor
305,306,Tumor 7,Tumor
336,337,Tumor 7,Tumor
332,333,Tumor 7,Tumor
299,300,Tumor 7,Tumor
348,349,Tumor 7,Tumor
334,335,Tumor 7,Tumor
342,343,Tumor 7,Tumor
339,340,Tumor 7,Tumor
363,364,Tumor 7,Tumor
331,332,Tumor 7,Tumor
366,367,Tumor 7,Tumor
651,652,Tumor 4,Tumor
911,912,Tumor 2 (Ki67 Proliferating),Tumor
908,909,Tumor 6 / DC,Tumor
317,318,Tumor 4,Tumor
249,250,Tumor 4,Tumor
644,645,Tumor 7,Tumor
654,655,Tumor 2 (Ki67 Proliferating),Tumor
661,662,Tumor 7,Tumor
614,615,Tumor 4,Tumor
636,637,Tumor 7,Tumor
647,648,Tumor 7,Tumor
607,608,Tumor 7,Tumor
649,650,Tumor 4,Tumor
141,142,Tumor 7,Tumor
147,148,Tumor 7,Tumor
138,139,Tumor 7,Tumor
118,119,Tumor 3,Tumor
120,121,Tumor 3,Tumor
103,104,Tumor 2 (Ki67 Proliferating),Tumor
136,137,Tumor 7,Tumor
105,106,Tumor 7,Tumor
114,115,Tumor 7,Tumor
20,21,Tumor 2 (Ki67 Proliferating),Tumor
39,40,Tumor 7,Tumor
26,27,Tumor 2 (Ki67 Proliferating),Tumor
21,22,Tumor 7,Tumor
17,18,Tumor 7,Tumor
6,7,Tumor 1,Tumor
3,4,Tumor 1,Tumor
1018,1019,Tumor 7,Tumor
984,985,Tumor 3,Tumor
960,961,Tumor 7,Tumor
972,973,Tumor 3,Tumor
775,776,Tumor 4,Tumor
252,253,Tumor 4,Tumor
226,227,Tumor 4,Tumor
586,587,Tumor 4,Tumor
451,452,Tumor 4,Tumor
87,88,Tumor 4,Tumor
76,77,Tumor 4,Tumor
123,124,Tumor 4,Tumor
961,962,Tumor 7,Tumor
924,925,Tumor 2 (Ki67 Proliferating),Tumor
991,992,Tumor 7,Tumor
976,977,Tumor 2 (Ki67 Proliferating),Tumor
989,990,Tumor 7,Tumor
993,994,Tumor 7,Tumor
978,979,Tumor 3,Tumor
963,964,Tumor 7,Tumor
916,917,Tumor 7,Tumor
901,902,Tumor 7,Tumor
944,945,Tumor 1,Tumor
687,688,Tumor 3,Tumor
943,944,Tumor 2 (Ki67 Proliferating),Tumor
952,953,Tumor 7,Tumor
909,910,Tumor 7,Tumor
925,926,Tumor 7,Tumor
962,963,Tumor 7,Tumor
955,956,Tumor 2 (Ki67 Proliferating),Tumor
732,733,Tumor 4,Tumor
270,271,Tumor 7,Tumor
293,294,Tumor 7,Tumor
286,287,Tumor 7,Tumor
278,279,Tumor 7,Tumor
285,286,Tumor 7,Tumor
271,272,Tumor 7,Tumor
264,265,Tumor 7,Tumor
260,261,Tumor 7,Tumor
