,CELL_ID,CELL_TYPE,CELL_CLASS
431,432,Tumor 4,Tumor
479,480,Tumor 5,Tumor
378,379,Tumor 4,Tumor
359,360,Tumor 4,Tumor
386,387,Tumor 4,Tumor
1071,1072,Tumor 3,Tumor
1132,1133,Tumor 4,Tumor
1085,1086,Tumor 4,Tumor
879,880,Tumor 4,Tumor
1376,1377,Tumor 3,Tumor
652,653,Tumor 3,Tumor
688,689,Tumor 3,Tumor
971,972,Tumor 4,Tumor
991,992,Tumor 4,Tumor
974,975,Tumor 4,Tumor
977,978,Tumor 4,Tumor
832,833,Tumor 4,Tumor
848,849,Tumor 4,Tumor
1064,1065,Tumor 1,Tumor
1123,1124,Tumor 3,Tumor
1346,1347,Tumor 7,Tumor
1309,1310,Tumor 7,Tumor
1358,1359,Tumor 3,Tumor
1345,1346,Tumor 7,Tumor
1402,1403,Tumor 6 / DC,Tumor
1151,1152,Tumor 4,Tumor
1029,1030,Tumor 4,Tumor
1334,1335,Tumor 7,Tumor
1284,1285,Tumor 7,Tumor
749,750,Tumor 7,Tumor
845,846,Tumor 3,Tumor
899,900,Tumor 3,Tumor
961,962,Tumor 7,Tumor
1153,1154,Tumor 4,Tumor
933,934,Tumor 7,Tumor
937,938,Tumor 1,Tumor
966,967,Tumor 7,Tumor
909,910,Tumor 1,Tumor
931,932,Tumor 1,Tumor
383,384,Tumor 3,Tumor
457,458,Tumor 4,Tumor
363,364,Tumor 3,Tumor
367,368,Tumor 3,Tumor
411,412,Tumor 3,Tumor
331,332,Tumor 4,Tumor
358,359,Tumor 1,Tumor
335,336,Tumor 1,Tumor
392,393,Tumor 3,Tumor
423,424,Tumor 3,Tumor
399,400,Tumor 4,Tumor
506,507,Tumor 4,Tumor
84,85,Tumor 4,Tumor
138,139,Tumor 7,Tumor
119,120,Tumor 4,Tumor
134,135,Tumor 3,Tumor
302,303,Tumor 7,Tumor
364,365,Tumor 3,Tumor
351,352,Tumor 3,Tumor
276,277,Tumor 3,Tumor
327,328,Tumor 3,Tumor
333,334,Tumor 7,Tumor
20,21,Tumor 4,Tumor
38,39,Tumor 7,Tumor
59,60,Tumor 4,Tumor
29,30,Tumor 6 / DC,Tumor
31,32,Tumor 3,Tumor
19,20,Tumor 4,Tumor
86,87,Tumor 4,Tumor
417,418,Tumor 4,Tumor
451,452,Tumor 4,Tumor
313,314,Tumor 2 (Ki67 Proliferating),Tumor
381,382,Tumor 2 (Ki67 Proliferating),Tumor
416,417,Tumor 4,Tumor
368,369,Tumor 2 (Ki67 Proliferating),Tumor
379,380,Tumor 7,Tumor
1083,1084,Tumor 4,Tumor
1065,1066,Tumor 1,Tumor
1023,1024,Tumor 7,Tumor
648,649,Tumor 3,Tumor
636,637,Tumor 3,Tumor
651,652,Tumor 3,Tumor
625,626,Tumor 4,Tumor
649,650,Tumor 4,Tumor
890,891,Tumor 4,Tumor
758,759,Tumor 4,Tumor
779,780,Tumor 4,Tumor
745,746,Tumor 7,Tumor
594,595,Tumor 4,Tumor
683,684,Tumor 1,Tumor
220,221,Tumor 4,Tumor
87,88,Tumor 4,Tumor
52,53,Tumor 4,Tumor
32,33,Tumor 4,Tumor
430,431,Tumor 3,Tumor
446,447,Tumor 3,Tumor
432,433,Tumor 3,Tumor
412,413,Tumor 3,Tumor
616,617,Tumor 4,Tumor
428,429,Tumor 3,Tumor
469,470,Tumor 4,Tumor
337,338,Tumor 4,Tumor
132,133,Tumor 4,Tumor
350,351,Tumor 6 / DC,Tumor
407,408,Tumor 3,Tumor
238,239,Tumor 7,Tumor
268,269,Tumor 7,Tumor
247,248,Tumor 2 (Ki67 Proliferating),Tumor
291,292,Tumor 3,Tumor
316,317,Tumor 3,Tumor
267,268,Tumor 3,Tumor
257,258,Tumor 7,Tumor
279,280,Tumor 3,Tumor
244,245,Tumor 7,Tumor
241,242,Tumor 2 (Ki67 Proliferating),Tumor
140,141,Tumor 3,Tumor
278,279,Tumor 3,Tumor
262,263,Tumor 2 (Ki67 Proliferating),Tumor
319,320,Tumor 3,Tumor
372,373,Tumor 3,Tumor
348,349,Tumor 3,Tumor
355,356,Tumor 3,Tumor
1399,1400,Tumor 4,Tumor
1407,1408,Tumor 4,Tumor
1408,1409,Tumor 4,Tumor
1405,1406,Tumor 4,Tumor
1103,1104,Tumor 4,Tumor
1068,1069,Tumor 3,Tumor
1055,1056,Tumor 3,Tumor
1115,1116,Tumor 4,Tumor
1049,1050,Tumor 4,Tumor
1355,1356,Tumor 7,Tumor
1367,1368,Tumor 3,Tumor
1075,1076,Tumor 2 (Ki67 Proliferating),Tumor
724,725,Tumor 4,Tumor
755,756,Tumor 4,Tumor
881,882,Tumor 4,Tumor
833,834,Tumor 4,Tumor
972,973,Tumor 3,Tumor
993,994,Tumor 3,Tumor
865,866,Tumor 2 (Ki67 Proliferating),Tumor
923,924,Tumor 4,Tumor
823,824,Tumor 4,Tumor
858,859,Tumor 4,Tumor
862,863,Tumor 2 (Ki67 Proliferating),Tumor
1385,1386,Tumor 3,Tumor
1093,1094,Tumor 1,Tumor
1332,1333,Tumor 7,Tumor
1314,1315,Tumor 7,Tumor
1025,1026,Tumor 4,Tumor
1073,1074,Tumor 4,Tumor
1296,1297,Tumor 3,Tumor
1304,1305,Tumor 7,Tumor
877,878,Tumor 1,Tumor
813,814,Tumor 3,Tumor
840,841,Tumor 1,Tumor
901,902,Tumor 1,Tumor
1035,1036,Tumor 3,Tumor
382,383,Tumor 6 / DC,Tumor
365,366,Tumor 7,Tumor
410,411,Tumor 4,Tumor
408,409,Tumor 3,Tumor
426,427,Tumor 3,Tumor
398,399,Tumor 3,Tumor
458,459,Tumor 4,Tumor
434,435,Tumor 4,Tumor
394,395,Tumor 3,Tumor
631,632,Tumor 3,Tumor
615,616,Tumor 3,Tumor
685,686,Tumor 4,Tumor
661,662,Tumor 3,Tumor
585,586,Tumor 2 (Ki67 Proliferating),Tumor
514,515,Tumor 4,Tumor
532,533,Tumor 4,Tumor
70,71,Tumor 4,Tumor
79,80,Tumor 4,Tumor
60,61,Tumor 4,Tumor
96,97,Tumor 4,Tumor
172,173,Tumor 4,Tumor
293,294,Tumor 5,Tumor
305,306,Tumor 3,Tumor
342,343,Tumor 7,Tumor
345,346,Tumor 7,Tumor
389,390,Tumor 3,Tumor
366,367,Tumor 3,Tumor
160,161,Tumor 4,Tumor
149,150,Tumor 4,Tumor
178,179,Tumor 4,Tumor
169,170,Tumor 4,Tumor
3,4,Tumor 4,Tumor
30,31,Tumor 4,Tumor
493,494,Tumor 4,Tumor
483,484,Tumor 3,Tumor
575,576,Tumor 4,Tumor
481,482,Tumor 4,Tumor
478,479,Tumor 2 (Ki67 Proliferating),Tumor
274,275,Tumor 4,Tumor
694,695,Tumor 4,Tumor
880,881,Tumor 3,Tumor
644,645,Tumor 4,Tumor
850,851,Tumor 4,Tumor
827,828,Tumor 4,Tumor
682,683,Tumor 7,Tumor
765,766,Tumor 4,Tumor
705,706,Tumor 4,Tumor
702,703,Tumor 4,Tumor
698,699,Tumor 4,Tumor
830,831,Tumor 3,Tumor
803,804,Tumor 4,Tumor
895,896,Tumor 3,Tumor
963,964,Tumor 4,Tumor
233,234,Tumor 2 (Ki67 Proliferating),Tumor
213,214,Tumor 3,Tumor
203,204,Tumor 4,Tumor
227,228,Tumor 3,Tumor
64,65,Tumor 4,Tumor
89,90,Tumor 2 (Ki67 Proliferating),Tumor
82,83,Tumor 2 (Ki67 Proliferating),Tumor
66,67,Tumor 2 (Ki67 Proliferating),Tumor
56,57,Tumor 4,Tumor
80,81,Tumor 4,Tumor
325,326,Tumor 3,Tumor
315,316,Tumor 4,Tumor
322,323,Tumor 7,Tumor
237,238,Tumor 4,Tumor
143,144,Tumor 4,Tumor
612,613,Tumor 4,Tumor
547,548,Tumor 4,Tumor
182,183,Tumor 2 (Ki67 Proliferating),Tumor
189,190,Tumor 3,Tumor
162,163,Tumor 3,Tumor
277,278,Tumor 7,Tumor
299,300,Tumor 3,Tumor
370,371,Tumor 3,Tumor
269,270,Tumor 7,Tumor
253,254,Tumor 7,Tumor
1400,1401,Tumor 4,Tumor
1146,1147,Tumor 4,Tumor
1326,1327,Tumor 1,Tumor
1313,1314,Tumor 1,Tumor
1321,1322,Tumor 3,Tumor
1362,1363,Tumor 3,Tumor
805,806,Tumor 4,Tumor
778,779,Tumor 4,Tumor
921,922,Tumor 3,Tumor
949,950,Tumor 4,Tumor
905,906,Tumor 3,Tumor
1148,1149,Tumor 3,Tumor
1202,1203,Tumor 1,Tumor
1181,1182,Tumor 1,Tumor
1214,1215,Tumor 7,Tumor
1305,1306,Tumor 4,Tumor
1130,1131,Tumor 7,Tumor
1124,1125,Tumor 3,Tumor
1177,1178,Tumor 4,Tumor
859,860,Tumor 7,Tumor
878,879,Tumor 1,Tumor
445,446,Tumor 4,Tumor
433,434,Tumor 3,Tumor
429,430,Tumor 4,Tumor
210,211,Tumor 4,Tumor
222,223,Tumor 4,Tumor
231,232,Tumor 4,Tumor
311,312,Tumor 3,Tumor
286,287,Tumor 4,Tumor
249,250,Tumor 7,Tumor
312,313,Tumor 7,Tumor
285,286,Tumor 3,Tumor
288,289,Tumor 7,Tumor
308,309,Tumor 3,Tumor
275,276,Tumor 3,Tumor
265,266,Tumor 4,Tumor
346,347,Tumor 7,Tumor
339,340,Tumor 7,Tumor
318,319,Tumor 7,Tumor
248,249,Tumor 4,Tumor
194,195,Tumor 7,Tumor
139,140,Tumor 4,Tumor
67,68,Tumor 4,Tumor
375,376,Tumor 4,Tumor
401,402,Tumor 7,Tumor
420,421,Tumor 7,Tumor
762,763,Tumor 2 (Ki67 Proliferating),Tumor
753,754,Tumor 2 (Ki67 Proliferating),Tumor
775,776,Tumor 2 (Ki67 Proliferating),Tumor
942,943,Tumor 4,Tumor
906,907,Tumor 4,Tumor
1000,1001,Tumor 4,Tumor
538,539,Tumor 6 / DC,Tumor
499,500,Tumor 7,Tumor
517,518,Tumor 4,Tumor
516,517,Tumor 4,Tumor
815,816,Tumor 4,Tumor
871,872,Tumor 4,Tumor
202,203,Tumor 4,Tumor
177,178,Tumor 3,Tumor
216,217,Tumor 4,Tumor
156,157,Tumor 3,Tumor
201,202,Tumor 7,Tumor
154,155,Tumor 3,Tumor
99,100,Tumor 2 (Ki67 Proliferating),Tumor
83,84,Tumor 2 (Ki67 Proliferating),Tumor
106,107,Tumor 2 (Ki67 Proliferating),Tumor
578,579,Tumor 4,Tumor
559,560,Tumor 4,Tumor
1396,1397,Tumor 3,Tumor
1140,1141,Tumor 3,Tumor
1241,1242,Tumor 4,Tumor
1244,1245,Tumor 4,Tumor
1351,1352,Tumor 3,Tumor
1342,1343,Tumor 3,Tumor
1336,1337,Tumor 3,Tumor
1357,1358,Tumor 3,Tumor
1371,1372,Tumor 4,Tumor
1374,1375,Tumor 3,Tumor
1084,1085,Tumor 2 (Ki67 Proliferating),Tumor
716,717,Tumor 4,Tumor
1099,1100,Tumor 3,Tumor
1086,1087,Tumor 3,Tumor
1101,1102,Tumor 3,Tumor
1104,1105,Tumor 3,Tumor
1122,1123,Tumor 3,Tumor
1163,1164,Tumor 7,Tumor
1032,1033,Tumor 3,Tumor
1001,1002,Tumor 3,Tumor
1031,1032,Tumor 3,Tumor
1016,1017,Tumor 3,Tumor
1003,1004,Tumor 3,Tumor
997,998,Tumor 3,Tumor
1054,1055,Tumor 1,Tumor
1018,1019,Tumor 4,Tumor
1017,1018,Tumor 3,Tumor
1030,1031,Tumor 3,Tumor
1067,1068,Tumor 1,Tumor
1387,1388,Tumor 4,Tumor
1390,1391,Tumor 4,Tumor
1388,1389,Tumor 3,Tumor
1352,1353,Tumor 4,Tumor
1354,1355,Tumor 1,Tumor
1323,1324,Tumor 4,Tumor
1188,1189,Tumor 7,Tumor
1159,1160,Tumor 1,Tumor
1162,1163,Tumor 1,Tumor
1192,1193,Tumor 3,Tumor
1186,1187,Tumor 7,Tumor
1218,1219,Tumor 3,Tumor
1129,1130,Tumor 4,Tumor
1091,1092,Tumor 4,Tumor
1382,1383,Tumor 7,Tumor
1395,1396,Tumor 3,Tumor
1164,1165,Tumor 4,Tumor
1280,1281,Tumor 3,Tumor
811,812,Tumor 4,Tumor
829,830,Tumor 1,Tumor
783,784,Tumor 4,Tumor
855,856,Tumor 1,Tumor
836,837,Tumor 7,Tumor
841,842,Tumor 3,Tumor
543,544,Tumor 4,Tumor
497,498,Tumor 4,Tumor
482,483,Tumor 4,Tumor
521,522,Tumor 7,Tumor
190,191,Tumor 4,Tumor
191,192,Tumor 4,Tumor
226,227,Tumor 2 (Ki67 Proliferating),Tumor
170,171,Tumor 3,Tumor
196,197,Tumor 1,Tumor
153,154,Tumor 7,Tumor
150,151,Tumor 1,Tumor
301,302,Tumor 3,Tumor
287,288,Tumor 3,Tumor
258,259,Tumor 3,Tumor
243,244,Tumor 4,Tumor
229,230,Tumor 4,Tumor
26,27,Tumor 4,Tumor
405,406,Tumor 4,Tumor
422,423,Tumor 4,Tumor
464,465,Tumor 4,Tumor
427,428,Tumor 4,Tumor
486,487,Tumor 4,Tumor
708,709,Tumor 7,Tumor
900,901,Tumor 3,Tumor
938,939,Tumor 4,Tumor
924,925,Tumor 3,Tumor
926,927,Tumor 4,Tumor
887,888,Tumor 1,Tumor
884,885,Tumor 4,Tumor
794,795,Tumor 4,Tumor
960,961,Tumor 3,Tumor
986,987,Tumor 3,Tumor
981,982,Tumor 3,Tumor
955,956,Tumor 3,Tumor
943,944,Tumor 4,Tumor
1168,1169,Tumor 4,Tumor
1210,1211,Tumor 4,Tumor
1236,1237,Tumor 6 / DC,Tumor
1152,1153,Tumor 3,Tumor
1135,1136,Tumor 3,Tumor
1167,1168,Tumor 3,Tumor
1141,1142,Tumor 3,Tumor
1157,1158,Tumor 3,Tumor
1179,1180,Tumor 3,Tumor
1312,1313,Tumor 7,Tumor
1331,1332,Tumor 7,Tumor
1348,1349,Tumor 7,Tumor
1087,1088,Tumor 3,Tumor
1111,1112,Tumor 4,Tumor
1058,1059,Tumor 4,Tumor
1080,1081,Tumor 4,Tumor
617,618,Tumor 4,Tumor
689,690,Tumor 4,Tumor
1042,1043,Tumor 3,Tumor
1077,1078,Tumor 3,Tumor
1060,1061,Tumor 3,Tumor
1044,1045,Tumor 3,Tumor
1048,1049,Tumor 3,Tumor
1297,1298,Tumor 3,Tumor
1322,1323,Tumor 3,Tumor
1219,1220,Tumor 3,Tumor
1200,1201,Tumor 1,Tumor
1206,1207,Tumor 1,Tumor
1365,1366,Tumor 3,Tumor
1380,1381,Tumor 3,Tumor
1261,1262,Tumor 3,Tumor
1298,1299,Tumor 1,Tumor
1265,1266,Tumor 3,Tumor
1294,1295,Tumor 3,Tumor
1282,1283,Tumor 3,Tumor
1197,1198,Tumor 3,Tumor
1196,1197,Tumor 4,Tumor
1180,1181,Tumor 3,Tumor
1233,1234,Tumor 3,Tumor
1242,1243,Tumor 4,Tumor
1253,1254,Tumor 3,Tumor
1220,1221,Tumor 3,Tumor
1194,1195,Tumor 3,Tumor
1258,1259,Tumor 3,Tumor
1245,1246,Tumor 3,Tumor
187,188,Tumor 6 / DC,Tumor
310,311,Tumor 2 (Ki67 Proliferating),Tumor
296,297,Tumor 4,Tumor
951,952,Tumor 1,Tumor
962,963,Tumor 4,Tumor
929,930,Tumor 6 / DC,Tumor
954,955,Tumor 4,Tumor
970,971,Tumor 3,Tumor
957,958,Tumor 3,Tumor
892,893,Tumor 3,Tumor
1259,1260,Tumor 4,Tumor
1276,1277,Tumor 4,Tumor
1223,1224,Tumor 4,Tumor
1165,1166,Tumor 4,Tumor
1149,1150,Tumor 3,Tumor
1239,1240,Tumor 4,Tumor
1208,1209,Tumor 4,Tumor
610,611,Tumor 1,Tumor
1222,1223,Tumor 4,Tumor
1268,1269,Tumor 1,Tumor
1228,1229,Tumor 3,Tumor
1246,1247,Tumor 3,Tumor
1285,1286,Tumor 1,Tumor
1279,1280,Tumor 1,Tumor
958,959,Tumor 3,Tumor
945,946,Tumor 1,Tumor
925,926,Tumor 4,Tumor
1211,1212,Tumor 3,Tumor
1207,1208,Tumor 3,Tumor
1216,1217,Tumor 3,Tumor
1178,1179,Tumor 3,Tumor
1185,1186,Tumor 3,Tumor
1257,1258,Tumor 3,Tumor
1234,1235,Tumor 1,Tumor
1235,1236,Tumor 3,Tumor
1272,1273,Tumor 7,Tumor
1250,1251,Tumor 1,Tumor
1337,1338,Tumor 7,Tumor
1230,1231,Tumor 4,Tumor
1320,1321,Tumor 1,Tumor
1316,1317,Tumor 4,Tumor
1347,1348,Tumor 3,Tumor
1039,1040,Tumor 4,Tumor
1289,1290,Tumor 7,Tumor
1306,1307,Tumor 7,Tumor
1295,1296,Tumor 7,Tumor
1267,1268,Tumor 4,Tumor
1283,1284,Tumor 7,Tumor
1256,1257,Tumor 7,Tumor
