,CELL_ID,CELL_TYPE,CELL_CLASS
152,153,Tumor 4,Tumor
201,202,Tumor 6 / DC,Tumor
154,155,Tumor 4,Tumor
119,120,Tumor 4,Tumor
100,101,Tumor 4,Tumor
71,72,Tumor 4,Tumor
96,97,Tumor 4,Tumor
122,123,Tumor 4,Tumor
18,19,Tumor 4,Tumor
20,21,Tumor 6 / DC,Tumor
7,8,Tumor 4,Tumor
107,108,Tumor 4,Tumor
60,61,Tumor 2 (Ki67 Proliferating),Tumor
53,54,Tumor 2 (Ki67 Proliferating),Tumor
75,76,Tumor 4,Tumor
111,112,Tumor 4,Tumor
68,69,Tumor 2 (Ki67 Proliferating),Tumor
33,34,Tumor 4,Tumor
605,606,Tumor 1,Tumor
321,322,Tumor 4,Tumor
352,353,Tumor 4,Tumor
335,336,Tumor 4,Tumor
351,352,Tumor 4,Tumor
291,292,Tumor 1,Tumor
323,324,Tumor 4,Tumor
265,266,Tumor 4,Tumor
319,320,Tumor 4,Tumor
244,245,Tumor 4,Tumor
133,134,Tumor 4,Tumor
134,135,Tumor 6 / DC,Tumor
1244,1245,Tumor 7,Tumor
1206,1207,Tumor 7,Tumor
1212,1213,Tumor 7,Tumor
1240,1241,Tumor 7,Tumor
995,996,Tumor 6 / DC,Tumor
1076,1077,Tumor 4,Tumor
1119,1120,Tumor 4,Tumor
883,884,Tumor 2 (Ki67 Proliferating),Tumor
964,965,Tumor 7,Tumor
885,886,Tumor 7,Tumor
653,654,Tumor 7,Tumor
646,647,Tumor 7,Tumor
802,803,Tumor 7,Tumor
728,729,Tumor 7,Tumor
611,612,Tumor 3,Tumor
634,635,Tumor 7,Tumor
933,934,Tumor 4,Tumor
955,956,Tumor 7,Tumor
948,949,Tumor 4,Tumor
994,995,Tumor 4,Tumor
1075,1076,Tumor 1,Tumor
1034,1035,Tumor 6 / DC,Tumor
659,660,Tumor 7,Tumor
610,611,Tumor 7,Tumor
762,763,Tumor 3,Tumor
799,800,Tumor 6 / DC,Tumor
813,814,Tumor 3,Tumor
843,844,Tumor 3,Tumor
1031,1032,Tumor 3,Tumor
998,999,Tumor 6 / DC,Tumor
1005,1006,Tumor 7,Tumor
1069,1070,Tumor 6 / DC,Tumor
1002,1003,Tumor 6 / DC,Tumor
1019,1020,Tumor 7,Tumor
1172,1173,Tumor 7,Tumor
1176,1177,Tumor 7,Tumor
8,9,Tumor 4,Tumor
9,10,Tumor 3,Tumor
12,13,Tumor 4,Tumor
47,48,Tumor 4,Tumor
25,26,Tumor 4,Tumor
691,692,Tumor 4,Tumor
652,653,Tumor 4,Tumor
660,661,Tumor 1,Tumor
595,596,Tumor 4,Tumor
574,575,Tumor 1,Tumor
266,267,Tumor 6 / DC,Tumor
279,280,Tumor 1,Tumor
234,235,Tumor 4,Tumor
474,475,Tumor 4,Tumor
699,700,Tumor 7,Tumor
810,811,Tumor 7,Tumor
842,843,Tumor 4,Tumor
797,798,Tumor 1,Tumor
826,827,Tumor 1,Tumor
782,783,Tumor 1,Tumor
723,724,Tumor 7,Tumor
744,745,Tumor 7,Tumor
711,712,Tumor 1,Tumor
818,819,Tumor 7,Tumor
764,765,Tumor 7,Tumor
770,771,Tumor 1,Tumor
798,799,Tumor 3,Tumor
824,825,Tumor 1,Tumor
202,203,Tumor 4,Tumor
587,588,Tumor 4,Tumor
515,516,Tumor 4,Tumor
626,627,Tumor 4,Tumor
1148,1149,Tumor 6 / DC,Tumor
1205,1206,Tumor 6 / DC,Tumor
1168,1169,Tumor 1,Tumor
1124,1125,Tumor 4,Tumor
1159,1160,Tumor 6 / DC,Tumor
1144,1145,Tumor 3,Tumor
1091,1092,Tumor 4,Tumor
1123,1124,Tumor 4,Tumor
1095,1096,Tumor 2 (Ki67 Proliferating),Tumor
1077,1078,Tumor 4,Tumor
393,394,Tumor 4,Tumor
339,340,Tumor 4,Tumor
594,595,Tumor 3,Tumor
470,471,Tumor 7,Tumor
431,432,Tumor 6 / DC,Tumor
491,492,Tumor 6 / DC,Tumor
479,480,Tumor 6 / DC,Tumor
507,508,Tumor 6 / DC,Tumor
484,485,Tumor 7,Tumor
307,308,Tumor 4,Tumor
267,268,Tumor 6 / DC,Tumor
298,299,Tumor 3,Tumor
36,37,Tumor 4,Tumor
28,29,Tumor 4,Tumor
90,91,Tumor 4,Tumor
63,64,Tumor 4,Tumor
80,81,Tumor 4,Tumor
59,60,Tumor 4,Tumor
74,75,Tumor 4,Tumor
232,233,Tumor 4,Tumor
277,278,Tumor 1,Tumor
317,318,Tumor 1,Tumor
365,366,Tumor 4,Tumor
390,391,Tumor 4,Tumor
429,430,Tumor 4,Tumor
416,417,Tumor 4,Tumor
1311,1312,Tumor 7,Tumor
1283,1284,Tumor 2 (Ki67 Proliferating),Tumor
1309,1310,Tumor 3,Tumor
1008,1009,Tumor 6 / DC,Tumor
1102,1103,Tumor 6 / DC,Tumor
1127,1128,Tumor 4,Tumor
1001,1002,Tumor 4,Tumor
947,948,Tumor 4,Tumor
907,908,Tumor 4,Tumor
664,665,Tumor 7,Tumor
895,896,Tumor 4,Tumor
828,829,Tumor 3,Tumor
926,927,Tumor 6 / DC,Tumor
637,638,Tumor 4,Tumor
624,625,Tumor 3,Tumor
632,633,Tumor 7,Tumor
616,617,Tumor 3,Tumor
568,569,Tumor 3,Tumor
500,501,Tumor 7,Tumor
905,906,Tumor 4,Tumor
925,926,Tumor 4,Tumor
894,895,Tumor 4,Tumor
904,905,Tumor 6 / DC,Tumor
984,985,Tumor 3,Tumor
979,980,Tumor 7,Tumor
960,961,Tumor 1,Tumor
1014,1015,Tumor 7,Tumor
1007,1008,Tumor 3,Tumor
975,976,Tumor 7,Tumor
946,947,Tumor 4,Tumor
1028,1029,Tumor 3,Tumor
869,870,Tumor 7,Tumor
867,868,Tumor 4,Tumor
882,883,Tumor 3,Tumor
849,850,Tumor 6 / DC,Tumor
862,863,Tumor 3,Tumor
903,904,Tumor 4,Tumor
702,703,Tumor 6 / DC,Tumor
726,727,Tumor 7,Tumor
650,651,Tumor 6 / DC,Tumor
631,632,Tumor 4,Tumor
715,716,Tumor 4,Tumor
604,605,Tumor 1,Tumor
687,688,Tumor 7,Tumor
712,713,Tumor 7,Tumor
698,699,Tumor 6 / DC,Tumor
663,664,Tumor 6 / DC,Tumor
1081,1082,Tumor 4,Tumor
1112,1113,Tumor 7,Tumor
1087,1088,Tumor 7,Tumor
1125,1126,Tumor 7,Tumor
1059,1060,Tumor 7,Tumor
1018,1019,Tumor 7,Tumor
1149,1150,Tumor 7,Tumor
1153,1154,Tumor 7,Tumor
306,307,Tumor 7,Tumor
237,238,Tumor 7,Tumor
212,213,Tumor 7,Tumor
248,249,Tumor 1,Tumor
269,270,Tumor 7,Tumor
21,22,Tumor 7,Tumor
140,141,Tumor 6 / DC,Tumor
91,92,Tumor 6 / DC,Tumor
125,126,Tumor 1,Tumor
480,481,Tumor 7,Tumor
502,503,Tumor 3,Tumor
337,338,Tumor 4,Tumor
253,254,Tumor 4,Tumor
582,583,Tumor 1,Tumor
603,604,Tumor 4,Tumor
571,572,Tumor 1,Tumor
636,637,Tumor 3,Tumor
654,655,Tumor 7,Tumor
618,619,Tumor 1,Tumor
514,515,Tumor 7,Tumor
583,584,Tumor 1,Tumor
499,500,Tumor 1,Tumor
614,615,Tumor 1,Tumor
643,644,Tumor 3,Tumor
648,649,Tumor 1,Tumor
665,666,Tumor 7,Tumor
572,573,Tumor 1,Tumor
549,550,Tumor 1,Tumor
619,620,Tumor 1,Tumor
615,616,Tumor 4,Tumor
589,590,Tumor 7,Tumor
566,567,Tumor 3,Tumor
435,436,Tumor 1,Tumor
50,51,Tumor 4,Tumor
439,440,Tumor 1,Tumor
421,422,Tumor 7,Tumor
381,382,Tumor 4,Tumor
272,273,Tumor 1,Tumor
276,277,Tumor 6 / DC,Tumor
250,251,Tumor 6 / DC,Tumor
262,263,Tumor 3,Tumor
263,264,Tumor 7,Tumor
472,473,Tumor 3,Tumor
436,437,Tumor 4,Tumor
223,224,Tumor 1,Tumor
219,220,Tumor 4,Tumor
422,423,Tumor 7,Tumor
875,876,Tumor 7,Tumor
805,806,Tumor 7,Tumor
838,839,Tumor 4,Tumor
836,837,Tumor 7,Tumor
774,775,Tumor 1,Tumor
801,802,Tumor 1,Tumor
757,758,Tumor 3,Tumor
743,744,Tumor 7,Tumor
761,762,Tumor 7,Tumor
718,719,Tumor 4,Tumor
775,776,Tumor 3,Tumor
516,517,Tumor 4,Tumor
471,472,Tumor 4,Tumor
556,557,Tumor 6 / DC,Tumor
405,406,Tumor 6 / DC,Tumor
346,347,Tumor 4,Tumor
363,364,Tumor 6 / DC,Tumor
341,342,Tumor 6 / DC,Tumor
320,321,Tumor 6 / DC,Tumor
403,404,Tumor 7,Tumor
588,589,Tumor 4,Tumor
553,554,Tumor 3,Tumor
513,514,Tumor 4,Tumor
528,529,Tumor 7,Tumor
536,537,Tumor 7,Tumor
554,555,Tumor 1,Tumor
601,602,Tumor 7,Tumor
550,551,Tumor 7,Tumor
569,570,Tumor 4,Tumor
596,597,Tumor 7,Tumor
137,138,Tumor 4,Tumor
131,132,Tumor 4,Tumor
148,149,Tumor 4,Tumor
93,94,Tumor 4,Tumor
268,269,Tumor 4,Tumor
259,260,Tumor 2 (Ki67 Proliferating),Tumor
359,360,Tumor 4,Tumor
414,415,Tumor 4,Tumor
522,523,Tumor 4,Tumor
533,534,Tumor 4,Tumor
1324,1325,Tumor 6 / DC,Tumor
1333,1334,Tumor 4,Tumor
1293,1294,Tumor 7,Tumor
1243,1244,Tumor 7,Tumor
1323,1324,Tumor 1,Tumor
1162,1163,Tumor 4,Tumor
1140,1141,Tumor 1,Tumor
1083,1084,Tumor 6 / DC,Tumor
1084,1085,Tumor 6 / DC,Tumor
1041,1042,Tumor 4,Tumor
1106,1107,Tumor 2 (Ki67 Proliferating),Tumor
1118,1119,Tumor 6 / DC,Tumor
864,865,Tumor 7,Tumor
857,858,Tumor 7,Tumor
993,994,Tumor 7,Tumor
647,648,Tumor 2 (Ki67 Proliferating),Tumor
685,686,Tumor 4,Tumor
688,689,Tumor 3,Tumor
704,705,Tumor 2 (Ki67 Proliferating),Tumor
784,785,Tumor 3,Tumor
768,769,Tumor 4,Tumor
794,795,Tumor 4,Tumor
547,548,Tumor 7,Tumor
543,544,Tumor 7,Tumor
559,560,Tumor 7,Tumor
573,574,Tumor 3,Tumor
597,598,Tumor 4,Tumor
1010,1011,Tumor 4,Tumor
991,992,Tumor 7,Tumor
1003,1004,Tumor 4,Tumor
1259,1260,Tumor 7,Tumor
1266,1267,Tumor 7,Tumor
1133,1134,Tumor 4,Tumor
1150,1151,Tumor 7,Tumor
1134,1135,Tumor 4,Tumor
1154,1155,Tumor 4,Tumor
1113,1114,Tumor 7,Tumor
791,792,Tumor 7,Tumor
814,815,Tumor 4,Tumor
753,754,Tumor 4,Tumor
670,671,Tumor 4,Tumor
633,634,Tumor 4,Tumor
661,662,Tumor 3,Tumor
680,681,Tumor 7,Tumor
684,685,Tumor 4,Tumor
693,694,Tumor 7,Tumor
591,592,Tumor 4,Tumor
980,981,Tumor 1,Tumor
1111,1112,Tumor 7,Tumor
328,329,Tumor 7,Tumor
396,397,Tumor 1,Tumor
382,383,Tumor 1,Tumor
402,403,Tumor 1,Tumor
340,341,Tumor 7,Tumor
312,313,Tumor 1,Tumor
308,309,Tumor 1,Tumor
377,378,Tumor 6 / DC,Tumor
338,339,Tumor 6 / DC,Tumor
362,363,Tumor 6 / DC,Tumor
295,296,Tumor 3,Tumor
314,315,Tumor 6 / DC,Tumor
297,298,Tumor 1,Tumor
204,205,Tumor 1,Tumor
222,223,Tumor 7,Tumor
211,212,Tumor 4,Tumor
51,52,Tumor 4,Tumor
61,62,Tumor 7,Tumor
99,100,Tumor 4,Tumor
179,180,Tumor 6 / DC,Tumor
218,219,Tumor 4,Tumor
178,179,Tumor 6 / DC,Tumor
193,194,Tumor 7,Tumor
164,165,Tumor 6 / DC,Tumor
189,190,Tumor 6 / DC,Tumor
235,236,Tumor 3,Tumor
247,248,Tumor 7,Tumor
197,198,Tumor 4,Tumor
208,209,Tumor 1,Tumor
209,210,Tumor 3,Tumor
135,136,Tumor 1,Tumor
353,354,Tumor 4,Tumor
450,451,Tumor 7,Tumor
278,279,Tumor 4,Tumor
318,319,Tumor 1,Tumor
510,511,Tumor 1,Tumor
494,495,Tumor 1,Tumor
483,484,Tumor 4,Tumor
413,414,Tumor 7,Tumor
457,458,Tumor 1,Tumor
481,482,Tumor 6 / DC,Tumor
400,401,Tumor 6 / DC,Tumor
275,276,Tumor 1,Tumor
452,453,Tumor 1,Tumor
535,536,Tumor 7,Tumor
473,474,Tumor 1,Tumor
538,539,Tumor 3,Tumor
552,553,Tumor 4,Tumor
577,578,Tumor 6 / DC,Tumor
329,330,Tumor 7,Tumor
331,332,Tumor 1,Tumor
294,295,Tumor 7,Tumor
313,314,Tumor 3,Tumor
347,348,Tumor 7,Tumor
45,46,Tumor 3,Tumor
37,38,Tumor 3,Tumor
26,27,Tumor 6 / DC,Tumor
40,41,Tumor 6 / DC,Tumor
172,173,Tumor 3,Tumor
195,196,Tumor 3,Tumor
144,145,Tumor 3,Tumor
143,144,Tumor 6 / DC,Tumor
149,150,Tumor 4,Tumor
166,167,Tumor 7,Tumor
34,35,Tumor 4,Tumor
468,469,Tumor 7,Tumor
478,479,Tumor 3,Tumor
443,444,Tumor 7,Tumor
446,447,Tumor 3,Tumor
467,468,Tumor 7,Tumor
425,426,Tumor 7,Tumor
300,301,Tumor 1,Tumor
305,306,Tumor 4,Tumor
273,274,Tumor 6 / DC,Tumor
285,286,Tumor 3,Tumor
254,255,Tumor 1,Tumor
258,259,Tumor 6 / DC,Tumor
281,282,Tumor 4,Tumor
257,258,Tumor 7,Tumor
249,250,Tumor 3,Tumor
217,218,Tumor 3,Tumor
231,232,Tumor 4,Tumor
943,944,Tumor 4,Tumor
912,913,Tumor 7,Tumor
891,892,Tumor 7,Tumor
766,767,Tumor 1,Tumor
778,779,Tumor 7,Tumor
808,809,Tumor 3,Tumor
779,780,Tumor 7,Tumor
809,810,Tumor 3,Tumor
765,766,Tumor 1,Tumor
751,752,Tumor 7,Tumor
733,734,Tumor 1,Tumor
709,710,Tumor 7,Tumor
518,519,Tumor 4,Tumor
440,441,Tumor 4,Tumor
493,494,Tumor 4,Tumor
466,467,Tumor 4,Tumor
504,505,Tumor 4,Tumor
460,461,Tumor 6 / DC,Tumor
1250,1251,Tumor 4,Tumor
1230,1231,Tumor 2 (Ki67 Proliferating),Tumor
1338,1339,Tumor 2 (Ki67 Proliferating),Tumor
1343,1344,Tumor 7,Tumor
1284,1285,Tumor 4,Tumor
1098,1099,Tumor 3,Tumor
1173,1174,Tumor 6 / DC,Tumor
1139,1140,Tumor 6 / DC,Tumor
1132,1133,Tumor 3,Tumor
876,877,Tumor 7,Tumor
747,748,Tumor 5,Tumor
787,788,Tumor 6 / DC,Tumor
750,751,Tumor 7,Tumor
703,704,Tumor 3,Tumor
713,714,Tumor 4,Tumor
727,728,Tumor 4,Tumor
841,842,Tumor 7,Tumor
822,823,Tumor 6 / DC,Tumor
819,820,Tumor 4,Tumor
870,871,Tumor 7,Tumor
835,836,Tumor 4,Tumor
899,900,Tumor 3,Tumor
892,893,Tumor 3,Tumor
861,862,Tumor 6 / DC,Tumor
1104,1105,Tumor 6 / DC,Tumor
1068,1069,Tumor 4,Tumor
1050,1051,Tumor 7,Tumor
1214,1215,Tumor 7,Tumor
584,585,Tumor 6 / DC,Tumor
1006,1007,Tumor 3,Tumor
999,1000,Tumor 7,Tumor
1017,1018,Tumor 7,Tumor
153,154,Tumor 4,Tumor
161,162,Tumor 7,Tumor
187,188,Tumor 4,Tumor
194,195,Tumor 1,Tumor
168,169,Tumor 7,Tumor
66,67,Tumor 6 / DC,Tumor
48,49,Tumor 6 / DC,Tumor
29,30,Tumor 6 / DC,Tumor
326,327,Tumor 3,Tumor
415,416,Tumor 4,Tumor
417,418,Tumor 7,Tumor
394,395,Tumor 3,Tumor
401,402,Tumor 7,Tumor
580,581,Tumor 7,Tumor
356,357,Tumor 1,Tumor
445,446,Tumor 4,Tumor
104,105,Tumor 7,Tumor
98,99,Tumor 3,Tumor
87,88,Tumor 4,Tumor
114,115,Tumor 6 / DC,Tumor
128,129,Tumor 7,Tumor
162,163,Tumor 3,Tumor
163,164,Tumor 4,Tumor
158,159,Tumor 6 / DC,Tumor
303,304,Tumor 7,Tumor
282,283,Tumor 3,Tumor
325,326,Tumor 7,Tumor
327,328,Tumor 1,Tumor
311,312,Tumor 6 / DC,Tumor
280,281,Tumor 4,Tumor
288,289,Tumor 3,Tumor
1345,1346,Tumor 2 (Ki67 Proliferating),Tumor
1349,1350,Tumor 7,Tumor
1316,1317,Tumor 4,Tumor
1339,1340,Tumor 7,Tumor
1307,1308,Tumor 2 (Ki67 Proliferating),Tumor
1344,1345,Tumor 2 (Ki67 Proliferating),Tumor
1310,1311,Tumor 7,Tumor
1199,1200,Tumor 4,Tumor
1221,1222,Tumor 2 (Ki67 Proliferating),Tumor
1215,1216,Tumor 4,Tumor
1181,1182,Tumor 4,Tumor
1171,1172,Tumor 2 (Ki67 Proliferating),Tumor
1300,1301,Tumor 4,Tumor
1312,1313,Tumor 7,Tumor
1279,1280,Tumor 2 (Ki67 Proliferating),Tumor
1080,1081,Tumor 1,Tumor
1054,1055,Tumor 3,Tumor
1012,1013,Tumor 3,Tumor
1247,1248,Tumor 4,Tumor
1226,1227,Tumor 4,Tumor
1280,1281,Tumor 2 (Ki67 Proliferating),Tumor
1296,1297,Tumor 1,Tumor
1285,1286,Tumor 4,Tumor
1265,1266,Tumor 2 (Ki67 Proliferating),Tumor
1217,1218,Tumor 7,Tumor
1216,1217,Tumor 4,Tumor
1252,1253,Tumor 6 / DC,Tumor
1147,1148,Tumor 3,Tumor
963,964,Tumor 7,Tumor
898,899,Tumor 7,Tumor
923,924,Tumor 4,Tumor
949,950,Tumor 7,Tumor
1232,1233,Tumor 4,Tumor
