,CELL_ID,CELL_TYPE,CELL_CLASS
722,723,Tumor 7,Tumor
724,725,Tumor 7,Tumor
803,804,Tumor 4,Tumor
1183,1184,Tumor 4,Tumor
464,465,Tumor 4,Tumor
78,79,Tumor 2 (Ki67 Proliferating),Tumor
493,494,Tumor 1,Tumor
567,568,Tumor 4,Tumor
304,305,Tumor 3,Tumor
291,292,Tumor 3,Tumor
338,339,Tumor 1,Tumor
316,317,Tumor 3,Tumor
341,342,Tumor 2 (Ki67 Proliferating),Tumor
564,565,Tumor 7,Tumor
531,532,Tumor 6 / DC,Tumor
547,548,Tumor 1,Tumor
591,592,Tumor 4,Tumor
552,553,Tumor 6 / DC,Tumor
596,597,Tumor 1,Tumor
389,390,Tumor 7,Tumor
358,359,Tumor 1,Tumor
297,298,Tumor 7,Tumor
407,408,Tumor 1,Tumor
1440,1441,Tumor 4,Tumor
1376,1377,Tumor 4,Tumor
1355,1356,Tumor 4,Tumor
1154,1155,Tumor 4,Tumor
844,845,Tumor 1,Tumor
813,814,Tumor 4,Tumor
1477,1478,Tumor 4,Tumor
594,595,Tumor 1,Tumor
575,576,Tumor 1,Tumor
181,182,Tumor 1,Tumor
264,265,Tumor 1,Tumor
209,210,Tumor 7,Tumor
270,271,Tumor 6 / DC,Tumor
197,198,Tumor 3,Tumor
184,185,Tumor 7,Tumor
103,104,Tumor 1,Tumor
106,107,Tumor 7,Tumor
139,140,Tumor 7,Tumor
135,136,Tumor 7,Tumor
172,173,Tumor 7,Tumor
125,126,Tumor 1,Tumor
138,139,Tumor 7,Tumor
168,169,Tumor 7,Tumor
122,123,Tumor 7,Tumor
116,117,Tumor 7,Tumor
558,559,Tumor 1,Tumor
556,557,Tumor 6 / DC,Tumor
578,579,Tumor 1,Tumor
469,470,Tumor 7,Tumor
18,19,Tumor 1,Tumor
22,23,Tumor 1,Tumor
20,21,Tumor 1,Tumor
12,13,Tumor 1,Tumor
3,4,Tumor 4,Tumor
10,11,Tumor 1,Tumor
84,85,Tumor 7,Tumor
75,76,Tumor 4,Tumor
162,163,Tumor 1,Tumor
519,520,Tumor 4,Tumor
689,690,Tumor 7,Tumor
775,776,Tumor 7,Tumor
705,706,Tumor 7,Tumor
697,698,Tumor 7,Tumor
816,817,Tumor 7,Tumor
867,868,Tumor 7,Tumor
1064,1065,Tumor 2 (Ki67 Proliferating),Tumor
791,792,Tumor 7,Tumor
768,769,Tumor 7,Tumor
1157,1158,Tumor 7,Tumor
1131,1132,Tumor 7,Tumor
1084,1085,Tumor 6 / DC,Tumor
1067,1068,Tumor 4,Tumor
1118,1119,Tumor 7,Tumor
1255,1256,Tumor 6 / DC,Tumor
220,221,Tumor 6 / DC,Tumor
188,189,Tumor 2 (Ki67 Proliferating),Tumor
206,207,Tumor 7,Tumor
443,444,Tumor 4,Tumor
423,424,Tumor 4,Tumor
479,480,Tumor 4,Tumor
307,308,Tumor 7,Tumor
325,326,Tumor 7,Tumor
347,348,Tumor 4,Tumor
250,251,Tumor 4,Tumor
42,43,Tumor 1,Tumor
58,59,Tumor 4,Tumor
38,39,Tumor 4,Tumor
50,51,Tumor 6 / DC,Tumor
43,44,Tumor 3,Tumor
35,36,Tumor 4,Tumor
621,622,Tumor 7,Tumor
459,460,Tumor 4,Tumor
794,795,Tumor 4,Tumor
902,903,Tumor 1,Tumor
937,938,Tumor 4,Tumor
824,825,Tumor 4,Tumor
1481,1482,Tumor 4,Tumor
711,712,Tumor 6 / DC,Tumor
728,729,Tumor 3,Tumor
751,752,Tumor 1,Tumor
731,732,Tumor 7,Tumor
694,695,Tumor 6 / DC,Tumor
970,971,Tumor 4,Tumor
1106,1107,Tumor 1,Tumor
1439,1440,Tumor 4,Tumor
968,969,Tumor 4,Tumor
963,964,Tumor 4,Tumor
1466,1467,Tumor 4,Tumor
363,364,Tumor 1,Tumor
333,334,Tumor 1,Tumor
187,188,Tumor 7,Tumor
177,178,Tumor 7,Tumor
434,435,Tumor 7,Tumor
504,505,Tumor 1,Tumor
498,499,Tumor 7,Tumor
154,155,Tumor 1,Tumor
169,170,Tumor 2 (Ki67 Proliferating),Tumor
296,297,Tumor 7,Tumor
321,322,Tumor 3,Tumor
318,319,Tumor 7,Tumor
280,281,Tumor 7,Tumor
164,165,Tumor 7,Tumor
643,644,Tumor 7,Tumor
590,591,Tumor 7,Tumor
746,747,Tumor 7,Tumor
732,733,Tumor 7,Tumor
714,715,Tumor 7,Tumor
759,760,Tumor 7,Tumor
739,740,Tumor 1,Tumor
785,786,Tumor 7,Tumor
765,766,Tumor 6 / DC,Tumor
994,995,Tumor 6 / DC,Tumor
1039,1040,Tumor 7,Tumor
1009,1010,Tumor 4,Tumor
1188,1189,Tumor 4,Tumor
1121,1122,Tumor 4,Tumor
1153,1154,Tumor 4,Tumor
1142,1143,Tumor 4,Tumor
1352,1353,Tumor 7,Tumor
1228,1229,Tumor 7,Tumor
1213,1214,Tumor 7,Tumor
1287,1288,Tumor 4,Tumor
1172,1173,Tumor 1,Tumor
1211,1212,Tumor 7,Tumor
1177,1178,Tumor 7,Tumor
1240,1241,Tumor 6 / DC,Tumor
1329,1330,Tumor 4,Tumor
1291,1292,Tumor 2 (Ki67 Proliferating),Tumor
160,161,Tumor 1,Tumor
257,258,Tumor 4,Tumor
331,332,Tumor 4,Tumor
248,249,Tumor 7,Tumor
413,414,Tumor 4,Tumor
286,287,Tumor 3,Tumor
40,41,Tumor 4,Tumor
574,575,Tumor 4,Tumor
534,535,Tumor 4,Tumor
1271,1272,Tumor 4,Tumor
1398,1399,Tumor 4,Tumor
798,799,Tumor 4,Tumor
730,731,Tumor 7,Tumor
767,768,Tumor 1,Tumor
875,876,Tumor 6 / DC,Tumor
815,816,Tumor 3,Tumor
696,697,Tumor 4,Tumor
610,611,Tumor 4,Tumor
962,963,Tumor 4,Tumor
909,910,Tumor 4,Tumor
797,798,Tumor 4,Tumor
1334,1335,Tumor 4,Tumor
1365,1366,Tumor 4,Tumor
1480,1481,Tumor 4,Tumor
1465,1466,Tumor 4,Tumor
1085,1086,Tumor 4,Tumor
397,398,Tumor 7,Tumor
378,379,Tumor 7,Tumor
200,201,Tumor 7,Tumor
196,197,Tumor 7,Tumor
189,190,Tumor 7,Tumor
422,423,Tumor 7,Tumor
475,476,Tumor 1,Tumor
460,461,Tumor 7,Tumor
448,449,Tumor 1,Tumor
521,522,Tumor 4,Tumor
1,2,Tumor 4,Tumor
0,1,Tumor 3,Tumor
65,66,Tumor 1,Tumor
72,73,Tumor 4,Tumor
91,92,Tumor 3,Tumor
97,98,Tumor 6 / DC,Tumor
87,88,Tumor 3,Tumor
185,186,Tumor 2 (Ki67 Proliferating),Tumor
328,329,Tumor 7,Tumor
295,296,Tumor 7,Tumor
320,321,Tumor 7,Tumor
339,340,Tumor 1,Tumor
360,361,Tumor 7,Tumor
357,358,Tumor 7,Tumor
560,561,Tumor 7,Tumor
592,593,Tumor 7,Tumor
1016,1017,Tumor 7,Tumor
973,974,Tumor 6 / DC,Tumor
941,942,Tumor 7,Tumor
872,873,Tumor 4,Tumor
860,861,Tumor 4,Tumor
707,708,Tumor 6 / DC,Tumor
725,726,Tumor 7,Tumor
695,696,Tumor 7,Tumor
1100,1101,Tumor 4,Tumor
1129,1130,Tumor 4,Tumor
1062,1063,Tumor 4,Tumor
1005,1006,Tumor 4,Tumor
1074,1075,Tumor 4,Tumor
1003,1004,Tumor 4,Tumor
1112,1113,Tumor 7,Tumor
1155,1156,Tumor 7,Tumor
1049,1050,Tumor 7,Tumor
1097,1098,Tumor 7,Tumor
1037,1038,Tumor 7,Tumor
967,968,Tumor 7,Tumor
955,956,Tumor 7,Tumor
938,939,Tumor 7,Tumor
1035,1036,Tumor 6 / DC,Tumor
1283,1284,Tumor 4,Tumor
1256,1257,Tumor 4,Tumor
1174,1175,Tumor 4,Tumor
285,286,Tumor 4,Tumor
127,128,Tumor 4,Tumor
92,93,Tumor 4,Tumor
258,259,Tumor 4,Tumor
516,517,Tumor 4,Tumor
133,134,Tumor 4,Tumor
752,753,Tumor 4,Tumor
603,604,Tumor 4,Tumor
708,709,Tumor 4,Tumor
569,570,Tumor 4,Tumor
561,562,Tumor 4,Tumor
545,546,Tumor 4,Tumor
1372,1373,Tumor 4,Tumor
1330,1331,Tumor 4,Tumor
1328,1329,Tumor 4,Tumor
1342,1343,Tumor 4,Tumor
1295,1296,Tumor 4,Tumor
1383,1384,Tumor 1,Tumor
1443,1444,Tumor 6 / DC,Tumor
1467,1468,Tumor 4,Tumor
826,827,Tumor 3,Tumor
1275,1276,Tumor 4,Tumor
1338,1339,Tumor 4,Tumor
1369,1370,Tumor 4,Tumor
1034,1035,Tumor 4,Tumor
249,250,Tumor 1,Tumor
175,176,Tumor 4,Tumor
343,344,Tumor 7,Tumor
381,382,Tumor 7,Tumor
359,360,Tumor 7,Tumor
396,397,Tumor 7,Tumor
4,5,Tumor 4,Tumor
2,3,Tumor 4,Tumor
14,15,Tumor 1,Tumor
15,16,Tumor 4,Tumor
151,152,Tumor 7,Tumor
166,167,Tumor 7,Tumor
131,132,Tumor 7,Tumor
152,153,Tumor 7,Tumor
141,142,Tumor 7,Tumor
165,166,Tumor 7,Tumor
218,219,Tumor 7,Tumor
179,180,Tumor 7,Tumor
203,204,Tumor 7,Tumor
214,215,Tumor 7,Tumor
237,238,Tumor 7,Tumor
263,264,Tumor 2 (Ki67 Proliferating),Tumor
613,614,Tumor 7,Tumor
627,628,Tumor 6 / DC,Tumor
572,573,Tumor 4,Tumor
465,466,Tumor 4,Tumor
781,782,Tumor 6 / DC,Tumor
822,823,Tumor 4,Tumor
756,757,Tumor 7,Tumor
1156,1157,Tumor 7,Tumor
1136,1137,Tumor 7,Tumor
1152,1153,Tumor 6 / DC,Tumor
1182,1183,Tumor 7,Tumor
1210,1211,Tumor 6 / DC,Tumor
147,148,Tumor 4,Tumor
282,283,Tumor 4,Tumor
288,289,Tumor 6 / DC,Tumor
329,330,Tumor 7,Tumor
371,372,Tumor 4,Tumor
500,501,Tumor 4,Tumor
119,120,Tumor 3,Tumor
769,770,Tumor 4,Tumor
806,807,Tumor 4,Tumor
546,547,Tumor 1,Tumor
1101,1102,Tumor 4,Tumor
1140,1141,Tumor 4,Tumor
1207,1208,Tumor 4,Tumor
972,973,Tumor 2 (Ki67 Proliferating),Tumor
247,248,Tumor 7,Tumor
244,245,Tumor 7,Tumor
219,220,Tumor 7,Tumor
216,217,Tumor 7,Tumor
411,412,Tumor 7,Tumor
7,8,Tumor 4,Tumor
6,7,Tumor 1,Tumor
634,635,Tumor 6 / DC,Tumor
677,678,Tumor 6 / DC,Tumor
581,582,Tumor 7,Tumor
597,598,Tumor 7,Tumor
515,516,Tumor 6 / DC,Tumor
565,566,Tumor 6 / DC,Tumor
543,544,Tumor 7,Tumor
568,569,Tumor 7,Tumor
562,563,Tumor 7,Tumor
538,539,Tumor 7,Tumor
539,540,Tumor 7,Tumor
495,496,Tumor 7,Tumor
510,511,Tumor 7,Tumor
524,525,Tumor 7,Tumor
520,521,Tumor 7,Tumor
698,699,Tumor 7,Tumor
747,748,Tumor 6 / DC,Tumor
617,618,Tumor 2 (Ki67 Proliferating),Tumor
1216,1217,Tumor 4,Tumor
1272,1273,Tumor 4,Tumor
183,184,Tumor 4,Tumor
306,307,Tumor 6 / DC,Tumor
272,273,Tumor 6 / DC,Tumor
383,384,Tumor 2 (Ki67 Proliferating),Tumor
1459,1460,Tumor 4,Tumor
283,284,Tumor 7,Tumor
255,256,Tumor 1,Tumor
243,244,Tumor 1,Tumor
246,247,Tumor 1,Tumor
273,274,Tumor 1,Tumor
365,366,Tumor 2 (Ki67 Proliferating),Tumor
395,396,Tumor 7,Tumor
716,717,Tumor 7,Tumor
862,863,Tumor 4,Tumor
810,811,Tumor 2 (Ki67 Proliferating),Tumor
403,404,Tumor 1,Tumor
384,385,Tumor 7,Tumor
327,328,Tumor 1,Tumor
392,393,Tumor 7,Tumor
429,430,Tumor 7,Tumor
793,794,Tumor 4,Tumor
313,314,Tumor 1,Tumor
312,313,Tumor 1,Tumor
369,370,Tumor 7,Tumor
380,381,Tumor 7,Tumor
401,402,Tumor 7,Tumor
430,431,Tumor 7,Tumor
